ano,id_municipio,nome_municipio,produto,area_colhida_ha,producao_total,produtividade_media,valor_total_producao
1974,2200103,Agricolândia,Caju,15,780.0,52000.0,0.0
1974,2200400,Altos,Caju,180,4500.0,25000.0,0.0
1974,2200509,Amarante,Caju,38,1900.0,50000.0,0.0
1974,2200608,Angical do Piauí,Caju,8,400.0,50000.0,0.0
1974,2200905,Aroazes,Caju,12,960.0,80000.0,0.0
1974,2201002,Arraial,Caju,8,400.0,50000.0,0.0
1974,2201200,Barras,Caju,50,4000.0,80000.0,0.0
1974,2201408,Barro Duro,Caju,40,2080.0,52000.0,0.0
1974,2201507,Batalha,Caju,100,6240.0,62400.0,0.0
1974,2201606,Beneditinos,Caju,82,4100.0,50000.0,0.0
1974,2202208,Campo Maior,Caju,79,3697.0,46797.0,0.0
1974,2202406,Capitão de Campos,Caju,12,562.0,46833.0,0.0
1974,2202703,Cocal,Caju,328,24570.0,74909.0,0.0
1974,2202802,Conceição do Canindé,Caju,5,200.0,40000.0,0.0
1974,2203305,Demerval Lobão,Caju,12,360.0,30000.0,0.0
1974,2203404,Dom Expedito Lopes,Caju,20,800.0,40000.0,0.0
1974,2203420,Domingos Mourão,Caju,10,150.0,15000.0,0.0
1974,2203602,Eliseu Martins,Caju,25,1950.0,78000.0,0.0
1974,2203701,Esperantina,Caju,70,4001.0,57157.0,0.0
1974,2203800,Flores do Piauí,Caju,10,320.0,32000.0,0.0
1974,2204105,Francisco Ayres,Caju,3,150.0,50000.0,0.0
1974,2204204,Francisco Santos,Caju,15,600.0,40000.0,0.0
1974,2204600,Hugo Napoleão,Caju,10,520.0,52000.0,0.0
1974,2204709,Inhuma,Caju,45,3600.0,80000.0,0.0
1974,2204808,Ipiranga do Piauí,Caju,28,1820.0,65000.0,0.0
1974,2205003,Itainópolis,Caju,30,1200.0,40000.0,0.0
1974,2205201,Jaicós,Caju,71,2272.0,32000.0,0.0
1974,2205409,Joaquim Pires,Caju,5,390.0,78000.0,0.0
1974,2205508,José de Freitas,Caju,19,1482.0,78000.0,0.0
1974,2205607,Landri Sales,Caju,2,60.0,30000.0,0.0
1974,2205805,Luzilândia,Caju,35,2100.0,60000.0,0.0
1974,2205706,Luís Correia,Caju,180,9000.0,50000.0,0.0
1974,2205904,Manoel Emídio,Caju,2,60.0,30000.0,0.0
1974,2206100,Matias Olímpio,Caju,3,75.0,25000.0,0.0
1974,2206506,Monsenhor Hipólito,Caju,90,3600.0,40000.0,0.0
1974,2206803,Nossa Senhora dos Remédios,Caju,9,258.0,28667.0,0.0
1974,2206902,Novo Oriente do Piauí,Caju,5,100.0,20000.0,0.0
1974,2207009,Oeiras,Caju,100,1000.0,10000.0,0.0
1974,2207504,Palmeirais,Caju,80,4160.0,52000.0,0.0
1974,2207702,Parnaíba,Caju,200,10000.0,50000.0,0.0
1974,2207801,Paulistana,Caju,6,240.0,40000.0,0.0
1974,2207900,Pedro II,Caju,70,1120.0,16000.0,0.0
1974,2208007,Picos,Caju,400,16000.0,40000.0,0.0
1974,2208106,Pimenteiras,Caju,70,1400.0,20000.0,0.0
1974,2208205,Pio IX,Caju,30,1200.0,40000.0,0.0
1974,2208304,Piracuruca,Caju,85,1105.0,13000.0,0.0
1974,2208403,Piripiri,Caju,100,1500.0,15000.0,0.0
1974,2208502,Porto,Caju,15,1200.0,80000.0,0.0
1974,2208809,Regeneração,Caju,39,1950.0,50000.0,0.0
1974,2210805,Simplício Mendes,Caju,7,280.0,40000.0,0.0
1974,2209807,São Gonçalo do Piauí,Caju,12,624.0,52000.0,0.0
1974,2210201,São José do Piauí,Caju,100,3000.0,30000.0,0.0
1974,2210300,São Julião,Caju,30,300.0,10000.0,0.0
1974,2210508,São Pedro do Piauí,Caju,4,208.0,52000.0,0.0
1974,2211001,Teresina,Caju,467,23350.0,50000.0,0.0
1974,2211209,Uruçuí,Caju,14,1092.0,78000.0,0.0
1974,2211308,Valença do Piauí,Caju,130,2600.0,20000.0,0.0
1974,2200202,Água Branca,Caju,101,6666.0,66000.0,0.0
1975,2200103,Agricolândia,Caju,15,1050.0,70000.0,0.0
1975,2200400,Altos,Caju,180,3600.0,20000.0,0.0
1975,2200509,Amarante,Caju,32,2240.0,70000.0,0.0
1975,2200608,Angical do Piauí,Caju,9,630.0,70000.0,0.0
1975,2200905,Aroazes,Caju,10,600.0,60000.0,0.0
1975,2201002,Arraial,Caju,9,630.0,70000.0,0.0
1975,2201200,Barras,Caju,50,3500.0,70000.0,0.0
1975,2201408,Barro Duro,Caju,40,400.0,10000.0,0.0
1975,2201507,Batalha,Caju,90,6300.0,70000.0,0.0
1975,2201606,Beneditinos,Caju,82,4100.0,50000.0,0.0
1975,2202208,Campo Maior,Caju,79,3697.0,46797.0,0.0
1975,2202406,Capitão de Campos,Caju,12,562.0,46833.0,0.0
1975,2202703,Cocal,Caju,3000,45000.0,15000.0,0.0
1975,2203404,Dom Expedito Lopes,Caju,20,800.0,40000.0,0.0
1975,2203420,Domingos Mourão,Caju,12,180.0,15000.0,0.0
1975,2203602,Eliseu Martins,Caju,15,1050.0,70000.0,0.0
1975,2203701,Esperantina,Caju,100,7000.0,70000.0,0.0
1975,2203800,Flores do Piauí,Caju,10,700.0,70000.0,0.0
1975,2203909,Floriano,Caju,5,350.0,70000.0,0.0
1975,2204204,Francisco Santos,Caju,15,600.0,40000.0,0.0
1975,2204600,Hugo Napoleão,Caju,10,700.0,70000.0,0.0
1975,2204709,Inhuma,Caju,45,3150.0,70000.0,0.0
1975,2205003,Itainópolis,Caju,30,1200.0,40000.0,0.0
1975,2205201,Jaicós,Caju,221,2210.0,10000.0,0.0
1975,2205409,Joaquim Pires,Caju,6,390.0,65000.0,0.0
1975,2205508,José de Freitas,Caju,20,1400.0,70000.0,0.0
1975,2205805,Luzilândia,Caju,35,2100.0,60000.0,0.0
1975,2205706,Luís Correia,Caju,130,6500.0,50000.0,0.0
1975,2206100,Matias Olímpio,Caju,4,200.0,50000.0,0.0
1975,2206506,Monsenhor Hipólito,Caju,90,3600.0,40000.0,0.0
1975,2206803,Nossa Senhora dos Remédios,Caju,9,258.0,28667.0,0.0
1975,2207009,Oeiras,Caju,100,5000.0,50000.0,0.0
1975,2207207,Padre Marcos,Caju,10,400.0,40000.0,0.0
1975,2207504,Palmeirais,Caju,100,7000.0,70000.0,0.0
1975,2207702,Parnaíba,Caju,200,9000.0,45000.0,0.0
1975,2207900,Pedro II,Caju,100,1500.0,15000.0,0.0
1975,2208007,Picos,Caju,400,16000.0,40000.0,0.0
1975,2208106,Pimenteiras,Caju,14,490.0,35000.0,0.0
1975,2208205,Pio IX,Caju,70,700.0,10000.0,0.0
1975,2208304,Piracuruca,Caju,1000,10000.0,10000.0,0.0
1975,2208403,Piripiri,Caju,100,1500.0,15000.0,0.0
1975,2208809,Regeneração,Caju,40,2400.0,60000.0,0.0
1975,2209203,Santa Filomena,Caju,13,200.0,15385.0,0.0
1975,2210805,Simplício Mendes,Caju,8,320.0,40000.0,0.0
1975,2209807,São Gonçalo do Piauí,Caju,12,840.0,70000.0,0.0
1975,2210201,São José do Piauí,Caju,100,4000.0,40000.0,0.0
1975,2210300,São Julião,Caju,50,1000.0,20000.0,0.0
1975,2210508,São Pedro do Piauí,Caju,5,350.0,70000.0,0.0
1975,2211001,Teresina,Caju,450,9000.0,20000.0,0.0
1975,2211209,Uruçuí,Caju,14,980.0,70000.0,0.0
1975,2211308,Valença do Piauí,Caju,130,2600.0,20000.0,0.0
1975,2200202,Água Branca,Caju,20,440.0,22000.0,0.0
1976,2200103,Agricolândia,Caju,15,600.0,40000.0,0.0
1976,2200301,Alto Longá,Caju,30,300.0,10000.0,0.0
1976,2200400,Altos,Caju,190,3800.0,20000.0,0.0
1976,2200509,Amarante,Caju,35,1050.0,30000.0,0.0
1976,2200608,Angical do Piauí,Caju,9,630.0,70000.0,0.0
1976,2200806,Antônio Almeida,Caju,5,350.0,70000.0,0.0
1976,2200905,Aroazes,Caju,10,600.0,60000.0,0.0
1976,2201002,Arraial,Caju,2,60.0,30000.0,0.0
1976,2201200,Barras,Caju,165,3300.0,20000.0,0.0
1976,2201408,Barro Duro,Caju,20,600.0,30000.0,0.0
1976,2201507,Batalha,Caju,90,6300.0,70000.0,0.0
1976,2201606,Beneditinos,Caju,82,4100.0,50000.0,0.0
1976,2202000,Buriti dos Lopes,Caju,20,600.0,30000.0,0.0
1976,2202208,Campo Maior,Caju,90,900.0,10000.0,0.0
1976,2202406,Capitão de Campos,Caju,79,790.0,10000.0,0.0
1976,2202703,Cocal,Caju,3500,52500.0,15000.0,0.0
1976,2203404,Dom Expedito Lopes,Caju,22,440.0,20000.0,0.0
1976,2203420,Domingos Mourão,Caju,20,300.0,15000.0,0.0
1976,2203602,Eliseu Martins,Caju,15,702.0,46800.0,0.0
1976,2203701,Esperantina,Caju,15,450.0,30000.0,0.0
1976,2203800,Flores do Piauí,Caju,10,700.0,70000.0,0.0
1976,2203909,Floriano,Caju,5,150.0,30000.0,0.0
1976,2204204,Francisco Santos,Caju,15,300.0,20000.0,0.0
1976,2204600,Hugo Napoleão,Caju,5,200.0,40000.0,0.0
1976,2204709,Inhuma,Caju,20,624.0,31200.0,0.0
1976,2205003,Itainópolis,Caju,60,1500.0,25000.0,0.0
1976,2205201,Jaicós,Caju,403,6045.0,15000.0,0.0
1976,2205409,Joaquim Pires,Caju,6,390.0,65000.0,0.0
1976,2205508,José de Freitas,Caju,20,1400.0,70000.0,0.0
1976,2205805,Luzilândia,Caju,35,2100.0,60000.0,0.0
1976,2205706,Luís Correia,Caju,130,3900.0,30000.0,0.0
1976,2205904,Manoel Emídio,Caju,3,105.0,35000.0,0.0
1976,2206100,Matias Olímpio,Caju,4,200.0,50000.0,0.0
1976,2206506,Monsenhor Hipólito,Caju,90,1800.0,20000.0,0.0
1976,2206803,Nossa Senhora dos Remédios,Caju,9,258.0,28667.0,0.0
1976,2207009,Oeiras,Caju,120,3000.0,25000.0,0.0
1976,2207207,Padre Marcos,Caju,60,720.0,12000.0,0.0
1976,2207504,Palmeirais,Caju,100,2000.0,20000.0,0.0
1976,2207702,Parnaíba,Caju,210,6300.0,30000.0,0.0
1976,2207900,Pedro II,Caju,391,9775.0,25000.0,0.0
1976,2208007,Picos,Caju,400,9260.0,23150.0,0.0
1976,2208106,Pimenteiras,Caju,20,400.0,20000.0,0.0
1976,2208205,Pio IX,Caju,70,700.0,10000.0,0.0
1976,2208304,Piracuruca,Caju,1600,12800.0,8000.0,0.0
1976,2208403,Piripiri,Caju,100,1500.0,15000.0,0.0
1976,2208809,Regeneração,Caju,42,2100.0,50000.0,0.0
1976,2208908,Ribeiro Gonçalves,Caju,8,160.0,20000.0,0.0
1976,2209203,Santa Filomena,Caju,16,640.0,40000.0,0.0
1976,2209401,Santo Antônio de Lisboa,Caju,100,2000.0,20000.0,0.0
1976,2209807,São Gonçalo do Piauí,Caju,3,150.0,50000.0,0.0
1976,2210201,São José do Piauí,Caju,120,2400.0,20000.0,0.0
1976,2210300,São Julião,Caju,70,1400.0,20000.0,0.0
1976,2210508,São Pedro do Piauí,Caju,8,400.0,50000.0,0.0
1976,2211001,Teresina,Caju,470,9400.0,20000.0,0.0
1976,2211209,Uruçuí,Caju,14,980.0,70000.0,0.0
1976,2211308,Valença do Piauí,Caju,180,3600.0,20000.0,0.0
1976,2200202,Água Branca,Caju,20,440.0,22000.0,0.0
1977,2200103,Agricolândia,Caju,15,1050.0,70000.0,0.0
1977,2200301,Alto Longá,Caju,10,500.0,50000.0,0.0
1977,2200400,Altos,Caju,190,3800.0,20000.0,0.0
1977,2200509,Amarante,Caju,35,1050.0,30000.0,0.0
1977,2200806,Antônio Almeida,Caju,30,842.0,28067.0,0.0
1977,2200905,Aroazes,Caju,10,600.0,60000.0,0.0
1977,2201002,Arraial,Caju,2,140.0,70000.0,0.0
1977,2201200,Barras,Caju,250,12500.0,50000.0,0.0
1977,2201408,Barro Duro,Caju,20,800.0,40000.0,0.0
1977,2201507,Batalha,Caju,90,6300.0,70000.0,0.0
1977,2201606,Beneditinos,Caju,82,4100.0,50000.0,0.0
1977,2202000,Buriti dos Lopes,Caju,20,1000.0,50000.0,0.0
1977,2202208,Campo Maior,Caju,100,3000.0,30000.0,0.0
1977,2202307,Canto do Buriti,Caju,300,9000.0,30000.0,0.0
1977,2202406,Capitão de Campos,Caju,40,1600.0,40000.0,0.0
1977,2202703,Cocal,Caju,3500,175000.0,50000.0,0.0
1977,2203404,Dom Expedito Lopes,Caju,50,2000.0,40000.0,0.0
1977,2203420,Domingos Mourão,Caju,30,900.0,30000.0,0.0
1977,2203602,Eliseu Martins,Caju,23,1076.0,46783.0,0.0
1977,2203701,Esperantina,Caju,18,1260.0,70000.0,0.0
1977,2203909,Floriano,Caju,10,700.0,70000.0,0.0
1977,2204204,Francisco Santos,Caju,15,600.0,40000.0,0.0
1977,2204600,Hugo Napoleão,Caju,5,350.0,70000.0,0.0
1977,2204709,Inhuma,Caju,60,1872.0,31200.0,0.0
1977,2205003,Itainópolis,Caju,70,2800.0,40000.0,0.0
1977,2205201,Jaicós,Caju,403,8060.0,20000.0,0.0
1977,2205409,Joaquim Pires,Caju,6,390.0,65000.0,0.0
1977,2205508,José de Freitas,Caju,1,50.0,50000.0,0.0
1977,2205805,Luzilândia,Caju,35,2100.0,60000.0,0.0
1977,2205706,Luís Correia,Caju,135,6750.0,50000.0,0.0
1977,2206506,Monsenhor Hipólito,Caju,90,3600.0,40000.0,0.0
1977,2206803,Nossa Senhora dos Remédios,Caju,9,258.0,28667.0,0.0
1977,2207009,Oeiras,Caju,120,6000.0,50000.0,0.0
1977,2207207,Padre Marcos,Caju,60,900.0,15000.0,0.0
1977,2207504,Palmeirais,Caju,300,21000.0,70000.0,0.0
1977,2207702,Parnaíba,Caju,210,10500.0,50000.0,0.0
1977,2207900,Pedro II,Caju,600,24000.0,40000.0,0.0
1977,2208007,Picos,Caju,415,14525.0,35000.0,0.0
1977,2208106,Pimenteiras,Caju,25,500.0,20000.0,0.0
1977,2208205,Pio IX,Caju,200,4000.0,20000.0,0.0
1977,2208304,Piracuruca,Caju,1600,32000.0,20000.0,0.0
1977,2208403,Piripiri,Caju,200,4000.0,20000.0,0.0
1977,2208809,Regeneração,Caju,42,2940.0,70000.0,0.0
1977,2208908,Ribeiro Gonçalves,Caju,8,160.0,20000.0,0.0
1977,2209203,Santa Filomena,Caju,16,1120.0,70000.0,0.0
1977,2209401,Santo Antônio de Lisboa,Caju,100,4000.0,40000.0,0.0
1977,2209500,Santo Inácio do Piauí,Caju,5,250.0,50000.0,0.0
1977,2209807,São Gonçalo do Piauí,Caju,3,210.0,70000.0,0.0
1977,2210102,São José do Peixe,Caju,1,50.0,50000.0,0.0
1977,2210201,São José do Piauí,Caju,120,4800.0,40000.0,0.0
1977,2210300,São Julião,Caju,70,2100.0,30000.0,0.0
1977,2210508,São Pedro do Piauí,Caju,8,560.0,70000.0,0.0
1977,2211001,Teresina,Caju,470,14100.0,30000.0,0.0
1977,2211100,União,Caju,18,1260.0,70000.0,0.0
1977,2211209,Uruçuí,Caju,3,210.0,70000.0,0.0
1977,2211308,Valença do Piauí,Caju,220,4400.0,20000.0,0.0
1977,2200202,Água Branca,Caju,20,880.0,44000.0,0.0
1978,2200103,Agricolândia,Caju,15,1200.0,80000.0,0.0
1978,2200301,Alto Longá,Caju,30,1200.0,40000.0,0.0
1978,2200400,Altos,Caju,183,3660.0,20000.0,0.0
1978,2200509,Amarante,Caju,15,450.0,30000.0,0.0
1978,2200806,Antônio Almeida,Caju,30,749.0,24967.0,0.0
1978,2201002,Arraial,Caju,2,160.0,80000.0,0.0
1978,2201200,Barras,Caju,273,13650.0,50000.0,0.0
1978,2201408,Barro Duro,Caju,20,1200.0,60000.0,0.0
1978,2201606,Beneditinos,Caju,50,1000.0,20000.0,0.0
1978,2202000,Buriti dos Lopes,Caju,90,4500.0,50000.0,0.0
1978,2202208,Campo Maior,Caju,173,5190.0,30000.0,0.0
1978,2202307,Canto do Buriti,Caju,293,8790.0,30000.0,0.0
1978,2202406,Capitão de Campos,Caju,40,1600.0,40000.0,0.0
1978,2202604,Castelo do Piauí,Caju,140,7000.0,50000.0,0.0
1978,2202703,Cocal,Caju,3455,172750.0,50000.0,0.0
1978,2203404,Dom Expedito Lopes,Caju,50,2500.0,50000.0,0.0
1978,2203420,Domingos Mourão,Caju,30,900.0,30000.0,0.0
1978,2203602,Eliseu Martins,Caju,23,1256.0,54609.0,0.0
1978,2203701,Esperantina,Caju,233,11251.0,48288.0,0.0
1978,2203909,Floriano,Caju,10,800.0,80000.0,0.0
1978,2204204,Francisco Santos,Caju,15,300.0,20000.0,0.0
1978,2204600,Hugo Napoleão,Caju,5,300.0,60000.0,0.0
1978,2204709,Inhuma,Caju,60,1872.0,31200.0,0.0
1978,2205003,Itainópolis,Caju,70,2100.0,30000.0,0.0
1978,2205201,Jaicós,Caju,403,11880.0,29479.0,0.0
1978,2205508,José de Freitas,Caju,5,250.0,50000.0,0.0
1978,2205706,Luís Correia,Caju,138,7100.0,51449.0,0.0
1978,2206506,Monsenhor Hipólito,Caju,90,1800.0,20000.0,0.0
1978,2207009,Oeiras,Caju,113,5650.0,50000.0,0.0
1978,2207207,Padre Marcos,Caju,60,2100.0,35000.0,0.0
1978,2207504,Palmeirais,Caju,293,14650.0,50000.0,0.0
1978,2207702,Parnaíba,Caju,273,21694.0,79465.0,0.0
1978,2207900,Pedro II,Caju,593,8302.0,14000.0,0.0
1978,2208007,Picos,Caju,408,19680.0,48235.0,0.0
1978,2208106,Pimenteiras,Caju,25,500.0,20000.0,0.0
1978,2208205,Pio IX,Caju,193,5790.0,30000.0,0.0
1978,2208304,Piracuruca,Caju,1555,62200.0,40000.0,0.0
1978,2208403,Piripiri,Caju,173,3460.0,20000.0,0.0
1978,2208809,Regeneração,Caju,50,4000.0,80000.0,0.0
1978,2209203,Santa Filomena,Caju,24,1920.0,80000.0,0.0
1978,2209401,Santo Antônio de Lisboa,Caju,143,3575.0,25000.0,0.0
1978,2209807,São Gonçalo do Piauí,Caju,3,240.0,80000.0,0.0
1978,2210201,São José do Piauí,Caju,113,3390.0,30000.0,0.0
1978,2210300,São Julião,Caju,70,2100.0,30000.0,0.0
1978,2210409,São Miguel do Tapuio,Caju,20,400.0,20000.0,0.0
1978,2210508,São Pedro do Piauí,Caju,10,800.0,80000.0,0.0
1978,2211001,Teresina,Caju,468,13320.0,28462.0,0.0
1978,2211100,União,Caju,18,1440.0,80000.0,0.0
1978,2211209,Uruçuí,Caju,3,240.0,80000.0,0.0
1978,2211308,Valença do Piauí,Caju,217,4340.0,20000.0,0.0
1978,2200202,Água Branca,Caju,20,704.0,35200.0,0.0
1979,2200103,Agricolândia,Caju,16,1280.0,80000.0,0.0
1979,2200301,Alto Longá,Caju,50,2000.0,40000.0,0.0
1979,2200400,Altos,Caju,210,3780.0,18000.0,0.0
1979,2200509,Amarante,Caju,35,1050.0,30000.0,0.0
1979,2200806,Antônio Almeida,Caju,30,749.0,24967.0,0.0
1979,2201002,Arraial,Caju,4,320.0,80000.0,0.0
1979,2201200,Barras,Caju,280,14000.0,50000.0,0.0
1979,2201408,Barro Duro,Caju,20,1400.0,70000.0,0.0
1979,2201606,Beneditinos,Caju,80,1600.0,20000.0,0.0
1979,2202000,Buriti dos Lopes,Caju,90,4500.0,50000.0,0.0
1979,2202208,Campo Maior,Caju,180,5400.0,30000.0,0.0
1979,2202307,Canto do Buriti,Caju,1810,54300.0,30000.0,0.0
1979,2202406,Capitão de Campos,Caju,40,1600.0,40000.0,0.0
1979,2202604,Castelo do Piauí,Caju,140,7000.0,50000.0,0.0
1979,2202703,Cocal,Caju,4000,200000.0,50000.0,0.0
1979,2203404,Dom Expedito Lopes,Caju,70,2800.0,40000.0,0.0
1979,2203420,Domingos Mourão,Caju,30,900.0,30000.0,0.0
1979,2203602,Eliseu Martins,Caju,23,1435.0,62391.0,0.0
1979,2203701,Esperantina,Caju,250,11700.0,46800.0,0.0
1979,2203909,Floriano,Caju,10,800.0,80000.0,0.0
1979,2204204,Francisco Santos,Caju,20,600.0,30000.0,0.0
1979,2204600,Hugo Napoleão,Caju,5,400.0,80000.0,0.0
1979,2204709,Inhuma,Caju,60,1872.0,31200.0,0.0
1979,2205003,Itainópolis,Caju,90,2700.0,30000.0,0.0
1979,2205201,Jaicós,Caju,403,8060.0,20000.0,0.0
1979,2205508,José de Freitas,Caju,5,250.0,50000.0,0.0
1979,2205706,Luís Correia,Caju,145,7250.0,50000.0,0.0
1979,2206506,Monsenhor Hipólito,Caju,100,3600.0,36000.0,0.0
1979,2207009,Oeiras,Caju,120,6000.0,50000.0,0.0
1979,2207207,Padre Marcos,Caju,60,1200.0,20000.0,0.0
1979,2207504,Palmeirais,Caju,300,15000.0,50000.0,0.0
1979,2207702,Parnaíba,Caju,300,23400.0,78000.0,0.0
1979,2207900,Pedro II,Caju,600,24000.0,40000.0,0.0
1979,2208007,Picos,Caju,465,18600.0,40000.0,0.0
1979,2208106,Pimenteiras,Caju,25,500.0,20000.0,0.0
1979,2208205,Pio IX,Caju,200,4900.0,24500.0,0.0
1979,2208304,Piracuruca,Caju,1600,64000.0,40000.0,0.0
1979,2208403,Piripiri,Caju,200,4000.0,20000.0,0.0
1979,2208809,Regeneração,Caju,50,4000.0,80000.0,0.0
1979,2209203,Santa Filomena,Caju,25,2000.0,80000.0,0.0
1979,2209401,Santo Antônio de Lisboa,Caju,180,7200.0,40000.0,0.0
1979,2209500,Santo Inácio do Piauí,Caju,4,200.0,50000.0,0.0
1979,2209807,São Gonçalo do Piauí,Caju,3,240.0,80000.0,0.0
1979,2210201,São José do Piauí,Caju,150,6000.0,40000.0,0.0
1979,2210300,São Julião,Caju,70,1470.0,21000.0,0.0
1979,2210409,São Miguel do Tapuio,Caju,60,1200.0,20000.0,0.0
1979,2210508,São Pedro do Piauí,Caju,10,800.0,80000.0,0.0
1979,2211001,Teresina,Caju,600,18000.0,30000.0,0.0
1979,2211100,União,Caju,18,1440.0,80000.0,0.0
1979,2211209,Uruçuí,Caju,3,240.0,80000.0,0.0
1979,2211308,Valença do Piauí,Caju,220,4400.0,20000.0,0.0
1979,2200202,Água Branca,Caju,20,704.0,35200.0,0.0
1980,2200103,Agricolândia,Caju,16,1280.0,80000.0,0.0
1980,2200301,Alto Longá,Caju,55,2200.0,40000.0,0.0
1980,2200400,Altos,Caju,215,4730.0,22000.0,0.0
1980,2200509,Amarante,Caju,35,1050.0,30000.0,0.0
1980,2200806,Antônio Almeida,Caju,30,930.0,31000.0,0.0
1980,2201002,Arraial,Caju,10,1000.0,100000.0,0.0
1980,2201408,Barro Duro,Caju,20,1400.0,70000.0,0.0
1980,2201606,Beneditinos,Caju,83,1660.0,20000.0,0.0
1980,2202000,Buriti dos Lopes,Caju,90,4500.0,50000.0,0.0
1980,2202208,Campo Maior,Caju,200,6000.0,30000.0,0.0
1980,2202307,Canto do Buriti,Caju,2580,77400.0,30000.0,0.0
1980,2202406,Capitão de Campos,Caju,40,1600.0,40000.0,0.0
1980,2202604,Castelo do Piauí,Caju,200,10000.0,50000.0,0.0
1980,2202703,Cocal,Caju,5000,250000.0,50000.0,0.0
1980,2203404,Dom Expedito Lopes,Caju,70,2800.0,40000.0,0.0
1980,2203420,Domingos Mourão,Caju,30,900.0,30000.0,0.0
1980,2203602,Eliseu Martins,Caju,35,2184.0,62400.0,0.0
1980,2203701,Esperantina,Caju,250,11700.0,46800.0,0.0
1980,2203800,Flores do Piauí,Caju,10,300.0,30000.0,0.0
1980,2203909,Floriano,Caju,10,1000.0,100000.0,0.0
1980,2204204,Francisco Santos,Caju,25,1000.0,40000.0,0.0
1980,2204600,Hugo Napoleão,Caju,5,500.0,100000.0,0.0
1980,2204709,Inhuma,Caju,60,1872.0,31200.0,0.0
1980,2205003,Itainópolis,Caju,100,2000.0,20000.0,0.0
1980,2205201,Jaicós,Caju,410,14760.0,36000.0,0.0
1980,2205508,José de Freitas,Caju,5,250.0,50000.0,0.0
1980,2205706,Luís Correia,Caju,150,7500.0,50000.0,0.0
1980,2206506,Monsenhor Hipólito,Caju,150,4050.0,27000.0,0.0
1980,2207009,Oeiras,Caju,250,12000.0,48000.0,0.0
1980,2207207,Padre Marcos,Caju,60,1920.0,32000.0,0.0
1980,2207504,Palmeirais,Caju,300,15000.0,50000.0,0.0
1980,2207702,Parnaíba,Caju,300,23400.0,78000.0,0.0
1980,2207900,Pedro II,Caju,600,24000.0,40000.0,0.0
1980,2208007,Picos,Caju,465,15112.0,32498.0,0.0
1980,2208106,Pimenteiras,Caju,25,500.0,20000.0,0.0
1980,2208205,Pio IX,Caju,910,9609.0,10559.0,0.0
1980,2208304,Piracuruca,Caju,1600,64000.0,40000.0,0.0
1980,2208403,Piripiri,Caju,200,4000.0,20000.0,0.0
1980,2208809,Regeneração,Caju,50,5000.0,100000.0,0.0
1980,2209203,Santa Filomena,Caju,30,3000.0,100000.0,0.0
1980,2209401,Santo Antônio de Lisboa,Caju,260,7800.0,30000.0,0.0
1980,2209500,Santo Inácio do Piauí,Caju,4,120.0,30000.0,0.0
1980,2209807,São Gonçalo do Piauí,Caju,3,300.0,100000.0,0.0
1980,2210201,São José do Piauí,Caju,180,4500.0,25000.0,0.0
1980,2210300,São Julião,Caju,70,1960.0,28000.0,0.0
1980,2210409,São Miguel do Tapuio,Caju,100,2000.0,20000.0,0.0
1980,2210508,São Pedro do Piauí,Caju,10,1000.0,100000.0,0.0
1980,2210607,São Raimundo Nonato,Caju,13,1300.0,100000.0,0.0
1980,2211100,União,Caju,18,1440.0,80000.0,0.0
1980,2211209,Uruçuí,Caju,3,300.0,100000.0,0.0
1980,2211308,Valença do Piauí,Caju,220,4400.0,20000.0,0.0
1980,2200202,Água Branca,Caju,20,712.0,35600.0,0.0
1981,2200103,Agricolândia,Caju,16,1280.0,80000.0,0.0
1981,2200301,Alto Longá,Caju,55,2200.0,40000.0,0.0
1981,2200400,Altos,Caju,217,4774.0,22000.0,0.0
1981,2200509,Amarante,Caju,100,3000.0,30000.0,0.0
1981,2200608,Angical do Piauí,Caju,5,500.0,100000.0,0.0
1981,2200806,Antônio Almeida,Caju,30,936.0,31200.0,0.0
1981,2201002,Arraial,Caju,10,1200.0,120000.0,0.0
1981,2201200,Barras,Caju,320,9600.0,30000.0,0.0
1981,2201408,Barro Duro,Caju,20,1400.0,70000.0,0.0
1981,2201606,Beneditinos,Caju,85,1700.0,20000.0,0.0
1981,2202000,Buriti dos Lopes,Caju,155,7750.0,50000.0,0.0
1981,2202208,Campo Maior,Caju,250,6250.0,25000.0,0.0
1981,2202307,Canto do Buriti,Caju,2580,77400.0,30000.0,0.0
1981,2202406,Capitão de Campos,Caju,40,1600.0,40000.0,0.0
1981,2202604,Castelo do Piauí,Caju,300,12000.0,40000.0,0.0
1981,2202703,Cocal,Caju,6000,300000.0,50000.0,0.0
1981,2203404,Dom Expedito Lopes,Caju,90,3600.0,40000.0,0.0
1981,2203420,Domingos Mourão,Caju,30,900.0,30000.0,0.0
1981,2203602,Eliseu Martins,Caju,35,2184.0,62400.0,0.0
1981,2203701,Esperantina,Caju,250,11700.0,46800.0,0.0
1981,2203800,Flores do Piauí,Caju,10,300.0,30000.0,0.0
1981,2203909,Floriano,Caju,10,1000.0,100000.0,0.0
1981,2204204,Francisco Santos,Caju,40,1532.0,38300.0,0.0
1981,2204600,Hugo Napoleão,Caju,5,500.0,100000.0,0.0
1981,2204709,Inhuma,Caju,60,1872.0,31200.0,0.0
1981,2205003,Itainópolis,Caju,130,5200.0,40000.0,0.0
1981,2205201,Jaicós,Caju,550,24750.0,45000.0,0.0
